"ID","Category","Name","Status","Assigned To","Description","Goal","Comments","User Story","Depends On","Blockers"
"SAF-043","SAF","Scope file_search results to project folder","Done","Developer Agent","Update security_gate.py to ensure file_search results are scoped to the project folder only: (1) Inspect file_search tool payload for query/path parameters, (2) If the query could match files outside the project folder, either inject a project-folder scope constraint or deny the call, (3) Verify VS Code search.exclude settings cover .github/, .vscode/, NoAgentZone/ (already partially done in SAF-022), (4) Write tests: file_search for project content allowed, file_search that could return restricted paths denied/filtered.","file_search only returns paths within the project folder. AC 1 of US-037 satisfied.","v3.2 Phase 4.","US-037","",""
"SAF-044","SAF","Scope semantic_search and search_subagent","Done","Developer Agent","Update security_gate.py to scope semantic_search and search_subagent to the project folder: (1) For semantic_search: if it operates on a pre-built index that includes all workspace files, add project-folder-only filtering or block the tool and guide agents to use grep_search within project, (2) For search_subagent: apply same scoping strategy — filter results to project folder or block if scoping is not feasible, (3) Evaluate whether hook-level filtering of results is possible or whether blocking is the only option for index-based search tools, (4) Write tests for both tools.","semantic_search and search_subagent return only project-folder content. ACs 2-3, 6 of US-037 satisfied.","v3.2 Phase 4. May require investigation of VS Code search index behavior.","US-037","",""
"SAF-045","SAF","Verify grep_search scoping and search.exclude","Done","Developer Agent","Verification WP: (1) Verify grep_search is correctly scoped to project folder (already implemented in FIX-021) and cannot return restricted-zone content, (2) Verify VS Code search.exclude in settings.json covers .github/, .vscode/, NoAgentZone/ for both files.exclude and search.exclude, (3) Run targeted tests to confirm no search tool leaks paths/content from restricted zones, (4) Document verification results. If gaps are found, fix them.","grep_search verified project-folder-only. search.exclude covers all restricted zones. ACs 4-5, 7 of US-037 satisfied.","v3.2 Phase 4. Largely verification of existing work (SAF-022, FIX-021). 33 tests pass. No gaps found.","US-037","",""
"GUI-019","GUI","Add counter configuration UI to launcher","Done","Developer Agent","Add blocking attempts counter configuration to the launcher GUI (src/launcher/gui/app.py): (1) Add a numeric input field (spinbox or entry with validation) for the blocking attempts threshold, defaulting to 20, (2) Add a checkbox labeled 'Enable blocking attempts counter' (checked by default), (3) When the checkbox is unchecked, grey out the numeric input field to indicate the feature is disabled, (4) When checked, the numeric input is active and editable, (5) Store the values in the app state so they can be read during project creation.","Launcher GUI shows a blocking attempts threshold input (default 20) and an enable/disable checkbox that greys out the input when unchecked. ACs 3-4 of US-038 satisfied.","v3.2 Phase 5.","US-038","",""
"GUI-020","GUI","Write counter config to workspace on creation","Done","Developer Agent","During project creation, write the counter configuration (threshold value and enabled/disabled flag) from the GUI into the created workspace: (1) Read the counter threshold and enabled state from the GUI controls (set by GUI-019), (2) Write these values to the workspace configuration file (same file SAF-036 reads from — settings.json custom section or dedicated config), (3) Ensure the values are correctly written for both enabled and disabled states, (4) Write tests verifying config is present in created workspaces with correct values.","Created workspaces contain the counter configuration matching the GUI settings. AC 5 of US-038 satisfied.","v3.2 Phase 5. Depends on GUI-019 (UI) and SAF-036 (config format).","US-038","GUI-019, SAF-036",""
"GUI-021","GUI","Add Reset Agent Blocks button to launcher","Done","Developer Agent","Add a Reset Agent Blocks button to the launcher GUI (src/launcher/gui/app.py): (1) Add button in the settings area or main window, (2) When clicked, locate the active workspace's .hook_state.json file and execute reset_hook_counter.py (SAF-037) or call its logic directly, (3) Show a confirmation message: 'All session counters have been reset', (4) Handle edge cases: no workspace selected, state file missing, file locked, (5) After reset, previously locked sessions should be unlocked.","Launcher GUI has a Reset Agent Blocks button that clears all session counters and shows confirmation. ACs 6-9 of US-038 satisfied.","v3.2 Phase 5. Depends on SAF-037 (reset script must exist).","US-038","SAF-037",""
"DOC-011","DOC","Research Docker/container support feasibility","Done","Developer Agent","Research whether agents should be able to run Docker/docker-compose commands inside the project folder: (1) Identify the attack surface — container escape, volume mounts to host, network access, privilege escalation, (2) Evaluate feasibility of path-checking Docker arguments (volume mounts, build contexts) to ensure they stay within the project folder, (3) Research Docker socket access requirements and security implications, (4) Assess whether a safe subset of Docker commands can be allowlisted (e.g. docker build, docker run with restricted volume mounts), (5) Produce a research report with recommendation: allow (with restrictions), defer, or reject. Include example allowlist rules if recommending allow.","A research report with a clear recommendation on Docker command support, attack surface analysis, and proposed safe-subset allowlist rules if applicable.","v3.2 RESEARCH WP. Addresses open question Q5 from plan. Informs whether Docker support is added to US-036.","US-036","",""
"DOC-012","DOC","Research MCP tools extensibility","Done","Developer Agent","Research whether MCP (Model Context Protocol) tools should be allowed within the project scope: (1) Inventory common MCP servers used in development (database, API testing, documentation, etc.), (2) Assess the security implications of allowing mcp_* tool calls — can MCP servers access the filesystem, network, or execute arbitrary code?, (3) Evaluate whether MCP tools can be zone-checked (do they expose file paths or targets that can be validated?), (4) Propose a framework for selectively allowing specific MCP tools per workspace configuration, (5) Produce a research report with recommendation: allow (with framework), defer, or keep blocking all mcp_* tools.","A research report on MCP tools security implications and a proposed extensibility framework for selectively allowing MCP tools in project scope.","v3.2 RESEARCH WP. Addresses open question Q4 from plan. Future extensibility.","Enabler","",""
"DOC-013","DOC","Research multi-agent counter coordination","Done","Developer Agent","Research how the denial counter should behave when multiple agents share a workspace (e.g. via subagents in VS Code Copilot): (1) Investigate whether VS Code distinguishes main agents from subagents in hook payloads — do subagents have separate session IDs or share the parent's?, (2) Evaluate options: shared counter (all agents count toward same limit), independent counters (each agent/subagent has own limit), no counter for subagents, (3) Assess security implications of each option — can a rogue agent spawn subagents to bypass the counter?, (4) Recommend an approach that balances security with development workflow. If separate counters are not feasible, document the limitation.","A research report on multi-agent counter behavior with a recommended approach and analysis of bypass risks.","v3.2 RESEARCH WP. Addresses open question Q6 from plan.","US-034","",""
"DOC-014","DOC","Research audit logging for hook decisions","Done","Developer Agent","Research whether and how the security gate should log all decisions (allow/deny) to a file for post-session review: (1) Design a lightweight logging format — timestamp, session ID, tool name, decision, reason (for denials), (2) Evaluate I/O overhead — given max 20 denials per session, impact is minimal for deny-only logging, (3) Propose log file location (inside .github/hooks/scripts/), rotation policy, and retention, (4) Consider privacy: should allowed operations be logged? Decision from plan: only log denied activities, (5) Propose integration point in security_gate.py, (6) Produce a design document with recommended approach.","A design document for deny-only audit logging with format specification, file location, and security_gate.py integration point.","v3.2 RESEARCH WP. Addresses open question Q7 from plan. Decision: log denied actions only.","US-034","",""
"DOC-015","DOC","Research agent self-identification mechanism","Done","Developer Agent","Research whether agents can be required to identify themselves (model name, session ID) in their first tool call: (1) Investigate VS Code Copilot hook payload — does it include agent/model metadata?, (2) Examine whether different models (GPT-4, Claude, etc.) include identifying headers or context in tool calls, (3) Evaluate feasibility of a mandatory self-identification protocol (e.g. first tool call must include agent ID), (4) Assess security implications — can agent self-ID be spoofed?, (5) Consider benefit: better audit trails, per-model counter tracking, (6) Produce recommendations: feasible or not, how to implement if feasible.","A research report on agent self-identification feasibility with findings on VS Code payload metadata and a recommendation.","v3.2 RESEARCH WP. Addresses open question Q8 from plan. Future capability.","Enabler","",""
"INS-022","INS","Create persistent settings module","Done","Developer Agent","Create src/launcher/core/user_settings.py with a reusable persistent settings system: (1) Settings file at OS-appropriate location: %LOCALAPPDATA%\TurbulenceSolutions\settings.json on Windows, ~/.config/TurbulenceSolutions/settings.json on macOS/Linux, (2) Functions: load_settings() returns dict, save_settings(settings: dict), get_setting(key, default), set_setting(key, value), (3) Default settings schema with include_readmes: true, (4) Handle missing file gracefully (return defaults without error), (5) Handle corrupt/unreadable file gracefully (return defaults without error), (6) Atomic write (write to temp file then rename), (7) Settings dir auto-created if missing. Write tests.","user_settings.py exists with load/save/get/set functions. Settings persist to OS-appropriate path. Missing and corrupt files fall back to defaults. ACs 5, 7, 8, 9, 10 of US-039 satisfied.","v3.2. Foundation for all future persistent user preferences.","US-039","",""
"GUI-022","GUI","Add README toggle checkbox to launcher","Done","Developer Agent","Add an 'Include README files' checkbox to the launcher GUI (src/launcher/gui/app.py): (1) Checkbox in the main window project creation area, checked by default, (2) On app launch, restore checkbox state from persisted settings via user_settings module (INS-022), (3) On checkbox state change, persist new value via set_setting('include_readmes', value), (4) The checkbox value is read by _on_create_project and passed to create_project(). Write tests.","Launcher GUI shows 'Include README files' checkbox. State persists across app restarts. AC 1, 6 of US-039 satisfied.","v3.2. Depends on INS-022 (settings module must exist first).","US-039","INS-022",""
"INS-023","INS","Skip README files during project creation","Done","Developer Agent","Modify src/launcher/core/project_creator.py create_project() to accept an include_readmes parameter (default True): (1) When False, after copytree completes, delete the two README.md files: the workspace-root README.md and the project-subfolder README.md, (2) Update app.py _on_create_project to read the checkbox value from GUI-022 and pass it to create_project(), (3) CRITICAL: AGENT-RULES.md, copilot-instructions.md, and ALL non-README template files must NEVER be affected by this toggle, (4) Handle edge case: if README files are already missing (e.g. template was modified), do not raise errors. Write tests.","create_project(include_readmes=False) produces a workspace without README.md files. All other template files remain. ACs 2, 3, 4 of US-039 satisfied.","Tester PASS (Iteration 2): 20 passed, 2 skipped. BUG-105 fixed — PermissionError on read-only README.md resolved via os.chmod+retry. All acceptance criteria met.","US-039","INS-022, GUI-022",""
"DOC-016","DOC","Research free Windows code signing for OSS","Done","Developer Agent","Evaluate SignPath.io (free for GitHub OSS), Azure Trusted Signing, SSL.com OSS program. Document setup requirements, CI integration steps, certificate management. Recommend approach with step-by-step implementation plan. Produce research report in docs/plans/.","A research report documenting the recommended free Windows Authenticode signing service, setup instructions, and CI integration plan.","Phase 1 - Windows code signing research. macOS signing exists but Windows has zero signing.","US-040","",""
"INS-024","INS","Integrate Authenticode signing into CI/CD pipeline","Open","","Set up the chosen signing service (likely SignPath.io). Add signing step to release.yml windows-build job after Inno Setup compiles the installer. Sign both the launcher .exe (PyInstaller output) and the installer .exe (Inno Setup output). Store signing credentials as GitHub repository secrets.","Windows CI build job produces signed .exe installer and launcher binary. Signing step is automated and repeatable.","Phase 1 - Windows code signing CI integration.","US-040","DOC-016",""
"INS-025","INS","Verify signed installer passes SmartScreen","Open","","Test signed installer on a fresh Windows 11 machine or VM. Verify signtool verify /pa passes on both .exe files. Verify Windows SmartScreen does not trigger on download and run. Document verification results and screenshots.","Signed installer verified to pass SmartScreen on fresh Windows 11. signtool verify /pa passes. Verification documented.","Phase 1 - Windows code signing verification. Final validation step.","US-040","INS-024",""
"GUI-023","GUI","Rename template directories and update launcher code","Done","Developer Agent","Rename templates/coding/ to templates/agent-workbench/. Rename templates/creative-marketing/ to templates/certification-pipeline/. Update _format_template_name() in src/launcher/gui/app.py for new names. Update list_templates() and is_template_ready() in src/launcher/core/project_creator.py. Update TEMPLATES_DIR references in src/launcher/config.py if needed. Update launcher.spec datas if template paths are referenced. Update certification-pipeline/README.md content to say Certification Pipeline - Coming Soon.","Template directories renamed. GUI dropdown shows Agent Workbench (selectable) and Certification Pipeline ...coming soon (greyed out). Project creation works with new template name.","Phase 2 - Template renaming. Core rename and launcher code update.","US-041","",""
"FIX-071","FIX","Update all test references for template rename","Done","Developer Agent","Grep all test files for templates/coding and creative-marketing references. Update paths in all affected test files to use templates/agent-workbench and templates/certification-pipeline respectively. Run full test suite to verify no regressions.","All test files reference new template directory names. Full pytest suite passes with zero new failures.","Phase 2 - Template renaming. Test reference updates after directory rename.","US-041","GUI-023",""
"DOC-017","DOC","Update documentation for template rename","Done","Developer Agent","Update docs/architecture.md template structure diagrams and references. Update docs/project-scope.md template type descriptions. Update any work-rules files referencing template paths. Update repo-level copilot-instructions.md template references. Ensure all documentation reflects Agent Workbench and Certification Pipeline naming.","All documentation files reference new template names. No stale references to coding or creative-marketing remain in docs.","Phase 2 - Template renaming. Documentation updates parallel with FIX-071.","US-041","GUI-023",""
"DOC-018","DOC","Create agents/ directory in Agent Workbench template","Done","Developer Agent","Create templates/agent-workbench/.github/agents/ directory. Add a README.md explaining the agent roster and how to customize agents. Update templates/agent-workbench/.github/instructions/copilot-instructions.md to reference available agents. Update templates/agent-workbench/Project/AGENT-RULES.md to document available agent personas.","agents/ directory exists in template with README. copilot-instructions.md and AGENT-RULES.md reference the agent roster.","Phase 3 - Agent infra. Must complete BEFORE individual agent WPs. Depends on template rename.","US-042","GUI-023",""
"DOC-019","DOC","Create programmer.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/programmer.agent.md with YAML frontmatter (name, description, tools: [read, edit, search, execute], model). Persona: practical coder focused on implementation and refactoring. Follows project conventions, writes clean code, refactors when asked. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","programmer.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Programmer agent.","US-042","DOC-018",""
"DOC-020","DOC","Create brainstormer.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/brainstormer.agent.md with YAML frontmatter (name, description, tools: [read, search], model). Persona: creative thinker that generates multiple approaches and explores trade-offs. Ideation only - no edit tools. Explores options without premature commitment. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","brainstormer.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Brainstormer agent.","US-043","DOC-018",""
"DOC-021","DOC","Create tester.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/tester.agent.md with YAML frontmatter (name, description, tools: [read, edit, search, execute], model). Persona: quality-focused test writer that finds edge cases. Writes unit and integration tests, validates behavior, finds edge cases. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","tester.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Tester agent.","US-044","DOC-018",""
"DOC-022","DOC","Create researcher.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/researcher.agent.md with YAML frontmatter (name, description, tools: [read, search, fetch_webpage], model). Persona: investigator that evaluates technologies and compares solutions. Produces structured summaries with pros and cons. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","researcher.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Researcher agent.","US-045","DOC-018",""
"DOC-023","DOC","Create scientist.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/scientist.agent.md with YAML frontmatter (name, description, tools: [read, edit, search, execute], model). Persona: analytical mind that is hypothesis-driven and evidence-based. Runs benchmarks, experiments, documents findings with data. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","scientist.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Scientist agent.","US-046","DOC-018",""
"DOC-024","DOC","Create criticist.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/criticist.agent.md with YAML frontmatter (name, description, tools: [read, search], model). Persona: critical reviewer that identifies issues without fixing them. Finds bugs, security issues, design flaws. Does NOT fix - only identifies. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","criticist.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Criticist agent.","US-047","DOC-018",""
"DOC-025","DOC","Create planner.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/planner.agent.md with YAML frontmatter (name, description, tools: [read, search], model). Persona: organizer that creates structured plans and identifies dependencies. Planning only - no implementation. Produces actionable task lists. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","planner.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Planner agent.","US-048","DOC-018",""
"DOC-026","DOC","Create fixer.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/fixer.agent.md with YAML frontmatter (name, description, tools: [read, edit, search, execute], model). Persona: debugger and root cause analyst. Reads errors, traces execution, proposes and implements fixes. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","fixer.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Fixer agent.","US-049","DOC-018",""
"DOC-027","DOC","Create writer.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/writer.agent.md with YAML frontmatter (name, description, tools: [read, edit, search], model). Persona: technical writer that creates documentation. Creates READMEs, API docs, comments, changelogs. Adapts to project style. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","writer.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Writer agent.","US-050","DOC-018",""
"DOC-028","DOC","Create prototyper.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/prototyper.agent.md with YAML frontmatter (name, description, tools: [read, edit, search, execute], model). Persona: speed-focused MVP builder that validates ideas quickly. Builds quick-and-dirty POCs, trades perfection for speed. Agent must follow AGENT-RULES.md conventions. Write tests verifying the file exists and has valid YAML frontmatter.","prototyper.agent.md exists in template agents/ with valid YAML frontmatter, clear persona description, and correct tool list. Tests pass.","Phase 3 - Agent Workbench agents. Creates the Prototyper agent.","US-051","DOC-018",""
"FIX-072","FIX","GUI: Remove coming-soon templates from dropdown","Done","Developer Agent","Filter the project type dropdown to only show templates where is_template_ready() returns True. Remove the coming-soon suffix logic and the _coming_soon_options tracking. Users should never see templates they cannot create.","Dropdown only shows ready templates. No coming-soon entries visible. Tests verify the filtering. BUG-107 fixed.","BUG-107","Enabler","",""
"FIX-073","FIX","Fix template agent YAML frontmatter","Done","Developer Agent","Update all 10 agent files in templates/agent-workbench/.github/agents/ to use correct VS Code tool categories instead of individual tool names, and correct model syntax. Tool mapping: read_file->read, create_file+replace_string->edit, file_search+grep_search+semantic_search->search, run_in_terminal->execute, fetch_webpage removed. Model: change from claude-sonnet-4-5 to ['Claude Opus 4.6 (copilot)']. Also update README.md example frontmatter. Also update planner: add ask and edit tools, update body to describe plan.md creation capability. BUG-108 and BUG-109.","All 10 agent files have correct tools syntax and model. Planner has ask+edit tools and plan.md capability. README example shows correct syntax. Tests pass. BUG-108 and BUG-109 fixed.","BUG-108 BUG-109. Touches all 10 agent files plus README.md.","Enabler","",""
"DOC-029","DOC","Create coordinator.agent.md for Agent Workbench","Done","Developer Agent","Create templates/agent-workbench/.github/agents/coordinator.agent.md. The coordinator is the counterpart to the orchestrator: it has access to all custom subagents (programmer, tester, brainstormer, researcher, scientist, criticist, planner, fixer, writer, prototyper) and can delegate work to implement a bigger plan. It validates output at the end. YAML frontmatter: name, description, tools: [read, edit, search, execute, agent, todo, ask], agents: [programmer, tester, brainstormer, researcher, scientist, criticist, planner, fixer, writer, prototyper], model: ['Claude Opus 4.6 (copilot)']. Update README.md agent roster table.","coordinator.agent.md exists with correct frontmatter, persona, agent list, and delegation workflow. README.md agent table updated to 11 agents. Tests pass.","","Enabler","DOC-018",""
"SAF-046","SAF","Enable workspace root read access in security gate","Done","Developer Agent","Update security_gate.py to allow read_file and list_dir on the workspace root for top-level config files as documented in AGENT-RULES. Implement scoped access - only allow reading files directly in workspace root not recursion into denied subdirectories.","read_file and list_dir on workspace root succeed for config files; denied subdirectories remain blocked.","BUG-111. v3.2.1 feedback.","US-052","",""
"SAF-047","SAF","Implement scoped terminal access in security gate","Done","Developer Agent","Update security_gate.py to zone-check run_in_terminal calls instead of blanket-denying. Implement AGENT-RULES permission model: allow commands scoped to workspace/project folder; deny commands targeting paths outside workspace, global pip installs, destructive git ops.","Scoped terminal commands per AGENT-RULES are allowed; blocked commands are denied; agents can run Python, execute tests, and use git.","BUG-112. v3.2.1 feedback.","US-052","",""
"SAF-048","SAF","Enable memory tool access in security gate","Done","GitHub Copilot","Update security_gate.py to allow memory tool operations as documented in AGENT-RULES: allow reading /memories/ and /memories/session/ and writing to /memories/session/. Memory paths are virtual VS Code paths not filesystem paths and pose no security risk to denied zones.","memory view/read operations succeed for /memories/ and /memories/session/; session memory writes succeed.","BUG-113. v3.2.1 feedback.","US-052","",""
"SAF-049","SAF","Update AGENT-RULES search tool documentation to match actual behavior","Done","GitHub Copilot","Update Tool Permission Matrix in AGENT-RULES to replace no zone restriction labels for grep_search and file_search with accurate description of actual enforcement behavior.","AGENT-RULES search tool entries accurately document actual enforcement; no misleading no zone restriction label.","BUG-114. v3.2.1 feedback.","US-052","",""
"SAF-050","SAF","Prevent grep_search information leak on workspace root files","Done","Developer Agent","After SAF-046 enables workspace root read access, verify whether the grep_search leak is still relevant. If root reads are now allowed, the leak resolves itself. If any files remain blocked, add to search.exclude. Principle: no file accessible via one tool but denied via another.","Consistent access policy - every file accessible via both read_file and grep_search, or excluded from both.","BUG-115. v3.2.1 feedback.","US-052","SAF-046",""
"SAF-051","SAF","Fix denial counter session ID resolution for per-conversation scoping","Done","Developer Agent","Fix _get_session_id() fallback logic so new conversations produce new session IDs. Current fallback UUID persists across conversations making counter workspace-wide. Investigate OTel file timestamp changes, gen_ai.conversation.id, or inactivity gap expiry.","Denial counter reliably resets when new conversation starts; blocks from session 1 do not carry into session 2.","BUG-118. v3.2.1 feedback. See docs/plans/vscode-session-id-methoden.md.","US-054","",""
"FIX-074","FIX","Replace Coding project type with disabled Certification Pipeline Coming Soon","Done","Developer Agent","Remove Coding template option from Project Type dropdown. Add Certification Pipeline Coming Soon as disabled greyed-out entry. Only Agent Workbench should remain selectable. Since CTkOptionMenu doesnt natively support disabled items, consider CTkComboBox with validation or custom dropdown.","Dropdown shows Agent Workbench (selectable) and Certification Pipeline Coming Soon (disabled). No Coding option.","BUG-116. v3.2.1 feedback.","US-053","",""
"FIX-075","FIX","Fix launcher window title to TS - Safe Agent Environment","Done","Developer Agent","Change APP_NAME in config.py from Turbulence Solutions Launcher to TS - Safe Agent Environment. Verify title propagates correctly to window title bar and any other UI locations referencing APP_NAME.","Application window title reads TS - Safe Agent Environment.","BUG-117. v3.2.1 feedback.","US-053","",""
"FIX-076","FIX","Fix Reset Agent Blocks button visibility and functionality","Done","Developer Agent","Verify Reset Agent Blocks button is in deployed build. If missing, rebuild and redeploy. Add end-to-end test: browse workspace, click Reset, counters clear, confirmation shown. Code at HEAD has the button at app.py lines 682-693.","Reset Agent Blocks button visible, functional, and provides clear feedback in both dev and deployed builds.","BUG-119. v3.2.1 feedback.","US-054","",""
"DOC-030","DOC","Fix Coordinator agent name casing in instructions","Done","Developer Agent","Update coordinator.agent.md to use PascalCase agent names matching VS Code case-sensitive resolution. Changes: (1) agents frontmatter list to PascalCase, (2) Delegation table @programmer to @Programmer for all 10 rows, (3) Inline references in persona and How You Work sections.","All agent name references in Coordinator instructions use PascalCase; all 10 delegations succeed on first attempt.","BUG-120. v3.2.1 feedback.","US-055","",""
"FIX-077","FIX","Bump version to 3.2.2 and rebuild release","Open","","Update the version string from 3.2.1 to 3.2.2 in all 5 canonical locations: (1) src/launcher/config.py VERSION constant, (2) pyproject.toml version field, (3) src/installer/windows/setup.iss MyAppVersion, (4) src/installer/macos/build_dmg.sh APP_VERSION, (5) src/installer/linux/build_appimage.sh APP_VERSION. Update tests/FIX-070/test_fix070_version_bump.py to assert 3.2.2 and set STALE_VERSION to 3.2.1.","All 5 version files show 3.2.2. FIX-070 tests pass. No file contains stale 3.2.1 version string in a version-significant context.","BUG-131 BUG-133 BUG-134. Root cause of launcher stuck on 3.2.1 and ineffective SAF-047/SAF-048 fixes in deployed binary.","Enabler","",""
"SAF-052","SAF","Add get_changed_files to security gate tool sets","Open","","Add get_changed_files to _ALWAYS_ALLOW_TOOLS in templates/agent-workbench/.github/hooks/scripts/security_gate.py. This is a read-only VS Code tool that lists modified files. It carries no file-system path arguments and does not execute arbitrary commands. Currently falls through to the unknown-tool deny path. After adding, run scripts/update_hashes.py (or the template equivalent) to update _KNOWN_GOOD_GATE_HASH.","get_changed_files tool calls return allow from the security gate. Hash verification tests pass after hash update.","BUG-132. v3.2.2 feedback Section 3.3.","US-052","",""
