ID,Title,Status,Severity,Reported By,Description,Steps to Reproduce,Expected Behaviour,Actual Behaviour,Fixed In WP,Comments
BUG-119,Reset Agent Blocks button missing or non-functional in deployed v3.2.1,Fixed,High,User (Feedback Report v3.2.1),Reset Agent Blocks UI has workspace selector but no execute button. Code at HEAD shows button exists. May be deployment or packaging issue.,1. Open launcher v3.2.1 2. Open Settings 3. Navigate to Reset Agent Blocks 4. Select workspace 5. No execute button visible,Reset Agent Blocks button visible and functional,No execute button present,FIX-076,v3.2.1 Section 10.3
BUG-120,Coordinator agent names use wrong casing lowercase vs required PascalCase,Closed,High,Agent (Feedback Report v3.2.1),coordinator.agent.md references all 10 specialist agents in lowercase. VS Code agent name resolution is case-sensitive and requires PascalCase. All 10 lowercase invocations fail.,1. Activate Coordinator mode 2. Ask to delegate coding task 3. Coordinator calls runSubagent agentName programmer 4. Fails agent not found 5. Manual test with Programmer succeeds,Coordinator uses correct names and all delegations succeed,All 10 delegations fail on first attempt due to lowercase names,DOC-030,v3.2.1 Section 11.4
BUG-121,SAF-048: validate_memory path traversal bypass via /memories/../../,Closed,High,Tester Agent,"validate_memory() checks startswith('/memories/') without resolving dot-dot segments. Path /memories/../../.github/secrets passes the virtual check and returns allow for reads, bypassing zone classification.","Call validate_memory({'tool_input':{'filePath':'/memories/../../.github/secrets'}}, '/workspace') — returns allow",deny — dot-dot sequences must be resolved before virtual path detection,allow — path lexically starts with /memories/ so zone check is skipped,SAF-048,Fixed in SAF-048 Iteration 2 via posixpath.normpath() before virtual path check.
BUG-122,SAF-048: validate_memory session/../ write bypass allows writing to user memory,Closed,High,Tester Agent,"Write check uses startswith('/memories/session/') without resolving dots. /memories/session/../preferences.md passes the session check and write is allowed, but conceptually resolves to /memories/preferences.md (user memory).","Call validate_memory({'tool_input':{'filePath':'/memories/session/../preferences.md','command':'save'}}, '/workspace') — returns allow",deny — session/../ must not bypass user memory write protection,allow — path starts with /memories/session/ lexically,SAF-048,Fixed in SAF-048 Iteration 2 via posixpath.normpath() resolving .. before write boundary check.
BUG-123,SAF-048: validate_memory allows null bytes and Unicode control chars in memory paths,Closed,Medium,Tester Agent,"Null bytes (0x00) and Unicode control/format chars (RLO U+202E, BOM U+FEFF) embedded in virtual memory paths are not rejected. These can be used to disguise filenames or cause unexpected behavior in downstream tools.","validate_memory({'tool_input':{'filePath':'/memories/session/\x00evil'}}, '/workspace') returns allow; same for RLO and BOM chars",deny — paths containing null bytes or Unicode control characters must be rejected,allow — no character validation is performed on virtual memory paths,SAF-048,Fixed in SAF-048 Iteration 2 via unicodedata.category() filter rejecting Cc/Cf characters and explicit null byte check.
BUG-124,SAF-048: validate_memory does not normalize case — /MEMORIES/ denied instead of allowed,Closed,Low,Tester Agent,"The virtual path check is case-sensitive: /MEMORIES/session/ is not recognized as a virtual memory path and falls through to zone_classifier, which denies it. On case-insensitive filesystems (Windows), this is inconsistently safe but incorrect behavior.","validate_memory({'tool_input':{'filePath':'/MEMORIES/session/notes.md'}}, '/workspace') returns deny",allow — /MEMORIES/ should be normalized to /memories/ before the virtual path check,deny — case normalization is not applied; falls to zone_classifier,SAF-048,Fixed in SAF-048 Iteration 2 via .lower() applied to norm_virtual before virtual path prefix check.
BUG-125,SAF-048 null byte check in validate_memory breaks SAF-038 filesystem path test,Closed,High,Tester Agent,SAF-048 Iter 2 BUG-123 fix adds null byte and Cc/Cf char check before zone_classifier in validate_memory(). Filesystem paths with null bytes (which zone_classifier strips-then-allows for project paths) are now denied. Breaks SAF-038 test_memory_null_byte_in_project_path_allow.,pytest tests/SAF-038/test_saf038_edge_cases.py::TestNullByteInjection::test_memory_null_byte_in_project_path_allow,allow - zone_classifier strips C0 chars and path resolves inside project,deny - SAF-048 null byte check fires before zone_classifier,SAF-048,"Closed in SAF-048 Iteration 3 (2026-03-25). Resolution: Option A — SAF-038 test updated to expect deny. Null bytes in any path (including project-folder paths) are now correctly denied. Intentional security improvement, not a regression. Test renamed to test_memory_null_byte_in_project_path_deny."
BUG-126,Path traversal bypass in _check_workspace_path_arg via Windows absolute path,Closed,High,Tester Agent,"posixpath.normpath treats Windows drive letters as regular directory components, not absolute roots. A crafted absolute path like c:/workspace/project/../../../evil/.venv produces evil/.venv after normpath. _check_workspace_path_arg re-anchors this to ws_root making it appear safe. sanitize_terminal_command allows c:/workspace/project/../../../evil/.venv/Scripts/python -m pytest tests/.","1. ws_root=c:/workspace. 2. Call _check_workspace_path_arg(c:/workspace/project/../../../etc/passwd, c:/workspace). 3. Returns True instead of False. 4. sanitize_terminal_command with crafted venv path returns allow. Module list still restricted to pytest/build/pip.",Path traversal outside workspace must be denied (False).,Path traversal re-anchored inside workspace; returns True (allow).,SAF-047,
BUG-127,_include_pattern_targets_deny_zone denies deny-zones inside project folder,Closed,High,Tester Agent,"The any() check over ALL path components in _include_pattern_targets_deny_zone blocks includePattern values like project/.github/** and project/.vscode/** even though those patterns target the agent's project folder, not workspace-root deny zones. SAF-045 tester edge-case tests fail as a regression.",Call validate_grep_search with includePattern='project/.github/**' and ws_root='c:/workspace',"allow — .github is nested inside the project folder, not the workspace-root deny zone",deny — any() finds .github in the component list and incorrectly blocks the call,SAF-050,Fixed in SAF-050 iteration 2: replaced any() check with left-to-right walk that only allows deny-zone components when preceded by the project folder anchor.
BUG-128,SAF-050 security_gate.py modified but update_hashes.py not run — _KNOWN_GOOD_GATE_HASH stale,Closed,High,Tester Agent,"After SAF-050 adds new functions to security_gate.py, the _KNOWN_GOOD_GATE_HASH constant was not updated. The stored hash c453763711af...c09 no longer matches the actual canonical hash 707823abbd6c...983. This causes test_verify_file_integrity_passes_with_good_hashes (SAF-008), test_embedded_gate_hash_matches_canonical_hash (SAF-025), test_security_gate_hashes_valid (FIX-042), and test_gate_hash_valid_after_fix (FIX-069) to all FAIL.",Run pytest tests/SAF-008/ tests/SAF-025/ tests/FIX-042/ tests/FIX-069/ after applying SAF-050 changes,All hash verification tests pass,7 hash-related test failures: embedded hash c453763711af...c09 does not match computed hash 707823abbd6c...983,SAF-050,Fixed in SAF-050 iteration 2: update_hashes.py run after fixing BUG-127.
BUG-129,Whitespace-only fallback_session_id accepted without validation in _get_session_id(),Closed,Low,Tester Agent (SAF-051 review),"_get_session_id() checks truthiness of _fallback_session_id with 'not fallback_id', but whitespace strings like '   ' are truthy. A manually-tampered .hook_state.json with a whitespace session ID would be accepted and used as the denial counter key instead of a new UUID being generated.",1. Write '   ' (3 spaces) as _fallback_session_id in .hook_state.json. 2. Invoke security_gate.py. 3. Observe session ID returned is '   ' not a new UUID.,Non-UUID/whitespace-only session IDs should be rejected and replaced with a fresh UUID4.,The whitespace string is accepted as a valid session ID and used as the counter dict key.,SAF-051,"Exploitable only by an attacker with write access to .hook_state.json, which already implies full local access. Low severity. Can be fixed with fallback_id.strip() check in a future WP."
BUG-130,FIX-076 broke GUI-018 test: test_dialog_geometry_is_480x280,Closed,High,Tester Agent,"FIX-076 changed SettingsDialog geometry from 480x280 to 480x480 to fix BUG-119, but did not update the GUI-018 edge-case test that asserts the exact geometry string 480x280. The test tests/GUI-018/test_gui018_edge_cases.py::TestDialogGeometry::test_dialog_geometry_is_480x280 now fails on the FIX-076 branch.","1. Checkout FIX-076/reset-agent-blocks branch. 2. Run: pytest tests/GUI-018/test_gui018_edge_cases.py::TestDialogGeometry::test_dialog_geometry_is_480x280. 3. Test fails: Expected geometry(480x280), Actual geometry(480x480).",GUI-018 test passes after FIX-076 geometry change — test updated from 480x280 to 480x480.,"GUI-018 test fails: AssertionError: expected call not found. Expected geometry(480x280), Actual geometry(480x480).",FIX-076,Discovered by Tester Agent during FIX-076 review. Fixed in iteration 2: tests/GUI-018/test_gui018_edge_cases.py updated from assert_called_with('480x280') to assert_called_with('480x480').
BUG-131,VERSION constant not bumped to 3.2.2 before release - launcher stuck on 3.2.1,Closed,High,User,"All 5 canonical version files (config.py, pyproject.toml, setup.iss, build_dmg.sh, build_appimage.sh) still contain 3.2.1 while the GitHub release is tagged v3.2.2. check_for_update() compares VERSION 3.2.1 against latest tag 3.2.2 and always finds an update. After downloading and installing, the new binary still has VERSION=3.2.1 creating an infinite update loop. The deployed binary also bundles stale security_gate.py from before SAF-047/SAF-048 fixes were merged, causing memory tool and Get-ChildItem to remain blocked in v3.2.2 deployments.",1. Install v3.2.2 from GitHub release. 2. Open launcher. 3. Version label shows v3.2.1. 4. Update available banner shows v3.2.2. 5. Download and install. 6. Launcher restarts still showing v3.2.1 and update available.,Version label shows v3.2.2. No update banner.,Version label shows v3.2.1. Update available banner persists. Infinite update loop.,FIX-077,Root cause: no version bump WP was created between 3.2.1 and the v3.2.2 release tag. Also causes SAF-047 SAF-048 fixes to not be packaged in deployed binary.
BUG-132,get_changed_files tool not in security gate tool sets - always denied,Closed,Medium,Agent (Feedback Report v3.2.2),"The deferred tool get_changed_files is not listed in any security gate tool set (_ALWAYS_ALLOW_TOOLS, _EXEMPT_TOOLS, or handled specially in decide()). It falls through to the unknown-tool deny path: if tool_name not in _EXEMPT_TOOLS: return deny. This is a read-only git operation that shows which files have been modified and should be allowed.",1. Start conversation in TS-SAE workspace. 2. Call get_changed_files tool. 3. Security gate denies with generic Access denied message.,get_changed_files returns list of modified files in the workspace.,Security gate denies the tool call because get_changed_files is not in any tool set.,SAF-052,"v3.2.2 feedback Section 3.3. Read-only git tool, safe to add to _ALWAYS_ALLOW_TOOLS."
BUG-133,Get-ChildItem blocked in terminal while dir alias allowed,Closed,Low,Agent (Feedback Report v3.2.2),Terminal security gate blocks Get-ChildItem cmdlet but allows its PowerShell alias dir. Both resolve to the same .NET method. The gate uses string matching on command text rather than resolving PowerShell aliases. get-childitem IS in the allowlist at HEAD in security_gate.py but the deployed v3.2.2 binary has a stale gate. A rebuild with the current code should fix this.,1. Open TS-SAE workspace. 2. Run Get-ChildItem in terminal. 3. Denied. 4. Run dir in terminal. 5. Allowed.,Both Get-ChildItem and dir are allowed per AGENT-RULES Section 4.,"Get-ChildItem denied, dir allowed. Stale security gate in deployed binary.",FIX-077,v3.2.2 feedback Section 3.1. Fixed in source (get-childitem in allowlist at HEAD). Rebuild with FIX-077 version bump will include the fix.
BUG-134,Memory tool still blocked in v3.2.2 deployment despite SAF-048 fix,Closed,Medium,Agent (Feedback Report v3.2.2),"SAF-048 added validate_memory() to security_gate.py to allow /memories/ and /memories/session/ access. The fix exists at HEAD and works correctly. However the deployed v3.2.2 binary was built before the fix was merged, so the bundled security_gate.py does not contain validate_memory(). All memory operations remain denied in deployed v3.2.2.",1. Install v3.2.2 from GitHub release. 2. Create workspace. 3. Start conversation. 4. Attempt memory view /memories/. 5. Denied.,Memory read and session write operations succeed per AGENT-RULES.,All memory operations denied. Deployed binary has stale security_gate.py.,FIX-077,v3.2.2 feedback Section 3.2. SAF-048 fix exists in source but was not included in the v3.2.2 release build. Rebuild via FIX-077 will include it.
BUG-135,.git directory selected as project folder by zone classifier,Fixed,Critical,Agent (Feedback Report v3.2.3),"detect_project_folder() in zone_classifier.py sorts subdirectories alphabetically and picks the first not in _DENY_DIRS. .git is absent from _DENY_DIRS, sorts before .github, and gets selected - making the real project folder inaccessible.",1. git init at workspace root. 2. Any read_file/edit_file on project folder files is denied.,.git is skipped; real project folder is selected.,.git selected as project folder; all project files denied.,SAF-057,
BUG-136,get_changed_files bypasses all zone enforcement,Fixed,Critical,Agent (Feedback Report v3.2.3),"get_changed_files is in _ALWAYS_ALLOW_TOOLS, bypassing all zone checks. When a git repo exists it returns full diff content including .github/hooks/scripts/security_gate.py, zone_classifier.py, and other denied-zone files.",1. git init at workspace root. 2. git add . 3. Call get_changed_files. 4. Full content of all files including denied zones returned.,Denied-zone files excluded from output.,Complete zone enforcement bypass.,SAF-058,SAF-058
BUG-137,Memory tool still blocked despite SAF-048 marked Done,Open,High,Agent (Feedback Report v3.2.3),"SAF-048 added validate_memory() to security_gate.py with correct logic for /memories/ paths. v3.2.3 testing shows all memory operations still denied. Possible causes: (a) test workspace deployed with pre-SAF-048 code, (b) integrity hash mismatch, (c) validate_memory() not reached in decide() flow.",1. memory view /memories/ - denied. 2. memory view /memories/session/ - denied. 3. memory create /memories/session/test.md - denied.,All three operations succeed per SAF-048.,All three denied.,SAF-060,
BUG-138,Copilot instructions in .github/ wastes Block 1 every conversation,Fixed,High,Agent (Feedback Report v3.2.3),System prompt:customizationsIndex directs agent to read .github/instructions/copilot-instructions.md. This is in a permanently denied zone. Block 1 is consumed automatically every conversation.,1. Start a new conversation. 2. Agent attempts to read copilot-instructions.md per system prompt. 3. Denied - Block 1 consumed.,Agent can read its own configuration without penalty.,Block 1 wasted every conversation.,SAF-055,
BUG-139,Skill files in .github/skills/ inaccessible to agents,Fixed,Medium,Agent (Feedback Report v3.2.3),Skills index directs agent to read .github/skills/*/SKILL.md. File is in denied zone. Any skill-matching request wastes a block.,1. User request matches a skill. 2. Agent attempts to read SKILL.md. 3. Denied.,Agent can load skill files.,Skill files inaccessible.,SAF-055,
BUG-140,Remove-Item blocked but del alias allowed (terminal inconsistency),Fixed,Medium,Agent (Feedback Report v3.2.3),Both Remove-Item and del are in _COMMAND_ALLOWLIST with identical CommandRule. Yet Remove-Item is blocked while del works. Root cause needs investigation - possibly a Stage 3 obfuscation pattern false positive on the cmdlet name.,1. del Test-v3.2.3/debug-probe.txt - allowed. 2. Remove-Item Test-v3.2.3/debug-probe.txt - denied.,Both succeed (identical rules).,"Remove-Item denied, del allowed.",SAF-059,
BUG-141,dir -Name blocked (terminal false positive),Fixed,Low,Agent (Feedback Report v3.2.3),"dir with no flags works but dir -Name is denied. -Name is a valid PowerShell parameter for controlling output format, not a security risk. Likely triggers Stage 5 argument validation treating -Name as a path-like token.",1. dir Test-v3.2.3/ - allowed. 2. dir -Name - denied.,dir -Name allowed.,Denied.,SAF-059,
BUG-142,Parenthesized subexpressions blocked in terminal,Fixed,Medium,Agent (Feedback Report v3.2.3),PowerShell expressions like (Get-Content file).Count and (echo hello).Length are denied. Stage 3 or other pattern blocks all PowerShell property-access patterns using parenthesized groups.,1. (Get-Content Test-v3.2.3/file.txt).Count - denied. 2. (echo hello).Length - denied.,Property-access on grouped commands is allowed.,Denied.,SAF-059,
BUG-143,Test-Path not in terminal command allowlist,Fixed,Low,Agent (Feedback Report v3.2.3),Test-Path is a read-only PowerShell diagnostic cmdlet (checks if path exists). Not in _COMMAND_ALLOWLIST. Should be added to Category G (read-only inspection) with path_args_restricted=True.,1. Test-Path .git - denied.,Allowed (read-only diagnostic).,Denied - not in allowlist.,SAF-059,
BUG-144,Parallel denial batching non-deterministic,Open,Low,Agent (Feedback Report v3.2.3),"In v3.2.2 parallel denied operations consistently shared block numbers. In v3.2.3 behavior is inconsistent - some parallel batches share blocks, others do not. Two memory calls got separate blocks while two list_dir calls shared one block.","1. Issue two parallel tool calls targeting denied zones. 2. Observe block counter - sometimes +1, sometimes +2.",Consistent behavior - parallel batch shares one block.,Non-deterministic.,SAF-061,
BUG-145,No .venv Python environment despite AGENT-RULES reference,Fixed,Low,Agent (Feedback Report v3.2.3),"AGENT-RULES section 4 prescribes .venv\Scripts\python but no .venv exists in the workspace. Agents following rules faithfully will attempt .venv first, fail, then fall back to system Python.",1. Read AGENT-RULES section 4. 2. Attempt .venv\Scripts\python --version. 3. Fails - no .venv.,Rules match reality.,Rules reference non-existent .venv.,SAF-056,SAF-056
BUG-146,NoAgentZone hidden from VS Code file explorer,Open,Low,User (v3.2.3 feedback session),"**/NoAgentZone is in files.exclude, making the folder invisible in the VS Code explorer. Users cannot manage its contents without the terminal. Should be visible since security gate handles access control.",1. Open workspace in VS Code. 2. NoAgentZone not visible in explorer.,Folder visible.,Hidden by files.exclude.,FIX-079,
BUG-147,macOS launcher crashes immediately with SIGKILL,Open,Critical,User (SAE_macOS_Error_Report_v323.md),The v3.2.3 arm64 DMG launcher crashes immediately upon execution with signal 143 (SIGKILL). Memory usage is 48 bytes - the process is killed before any code runs. Even from the mounted DMG. Root cause is likely PyInstaller embedded Python.framework or dylib loading failure.,1. Download AgentEnvironmentLauncher-3.2.3-arm64.dmg. 2. Mount DMG. 3. Run ./launcher from terminal or double-click .app. 4. Process exits immediately with SIGKILL.,Launcher GUI appears.,"Immediate crash, no output, 48 bytes memory.",TBD,
BUG-148,macOS code signature corrupted when copying .app from DMG,Open,High,User (SAE_macOS_Error_Report_v323.md),"Copying the .app bundle from the DMG to ~/Applications/ breaks the code signature. spctl reports 'a sealed resource is missing or invalid'. PyInstaller bundles have complex nested signatures (dylibs, frameworks, executables) that are damaged by standard Finder copy operations.",1. Mount DMG. 2. Drag .app to Applications. 3. spctl -a -v ~/Applications/AgentEnvironmentLauncher.app - signature invalid.,Signature intact after copy.,Signature broken.,TBD,
BUG-149,macOS Gatekeeper blocks unsigned/unnotarized app,Open,Medium,User (SAE_macOS_Error_Report_v323.md),The launcher uses ad-hoc code signing (codesign_identity='-' in launcher.spec). macOS Gatekeeper blocks execution with 'Apple cannot check it for malicious software'. Proper fix requires Apple Developer Certificate plus notarization. Source distribution bypasses this entirely.,1. Download DMG from GitHub Releases. 2. Copy to Applications. 3. Double-click - Gatekeeper warning.,App launches normally.,Gatekeeper blocks execution.,TBD,
BUG-150,URL-encoded paths bypass zone classification via is_workspace_root_readable,Closed,Low,Tester Agent (SAF-055),"is_workspace_root_readable() in zone_classifier.py does not URL-decode paths before classification. A URL-encoded path like %2egithub%2fhooks%2fsecurity_gate.py is treated as a single-component workspace-root filename (not in _DENY_DIRS), causing it to return True. The security gate then allows the tool call. No real exploit exists since the OS has no file with that URL-encoded name, but the zone classification is inaccurate.",1. Call security_gate.decide() with tool_name=read_file and filePath=%2egithub%2fhooks%2fsecurity_gate.py. 2. Observe result is 'allow' instead of 'deny'.,"Zone classifier should URL-decode paths before classification, returning deny for the encoded .github/hooks/ path.","is_workspace_root_readable treats %2egithub%2fhooks%2fsecurity_gate.py as a single workspace-root child entry (no slash separators after URL encoding), bypassing _DENY_DIRS check. Returns allow.",SAF-055,"Pre-existing issue, not introduced by SAF-055. No working exploit: the OS refuses to open files with URL-encoded names. Low priority but fix would harden zone_classifier for uncommon edge cases. Discovered during SAF-055 tester edge-case analysis."
BUG-151,SAF-058: validate_get_changed_files does not detect .git FILE at workspace root,Closed,Low,SAF-058-Tester,"validate_get_changed_files uses os.path.isdir() which returns False for .git files used in git worktrees or submodules at workspace root. If workspace is set up as a worktree, get_changed_files would be allowed even though diffs could include denied-zone file paths.","1. Configure workspace root as a git worktree (creating a .git FILE, not directory). 2. Call validate_get_changed_files(ws_root). 3. Observe result is 'allow'.",Deny or explicitly document .git-file-as-worktree case with security rationale,Function returns 'allow' because os.path.isdir() is False for a file,SAF-058,Low severity: worktree setups at WS root are uncommon. Documented in test_saf058_tester_edge_cases.py::test_git_file_at_workspace_root_is_allowed. Design decision should be reviewed and explicitly documented.
